address,price,size,date_sold,sqm_price,area,percent_increase
Markvardsgatan 3,8650000,"3 rum, 85 m²",2016-11-16,101 800 kr/m²,"Lägenhet, Vasastan",+12.3 %
Bråvallagatan 8,3200000,"1½ rum, 31 m²",2016-11-16,103 200 kr/m²,"Lägenhet, Vasastan",+28.3 %
Gästrikegatan 22,4800000,"1 rum, 45 m²",2016-11-16,106 700 kr/m²,"Lägenhet, Vasastan",+28.0 %
Västmannagatan 30,4300000,"2 rum, 46 m²",2016-11-16,93 500 kr/m²,"Lägenhet, Vasastan",+24.6 %
Västmannagatan 52,8500000,"4 rum, 108 m²",2016-11-16,78 700 kr/m²,"Lägenhet, Vasastan",+6.3 %
Tre Liljor 2B,3425000,"1 rum, 39 m²",2016-11-16,87 800 kr/m²,"Lägenhet, Vasastan",+14.4 %
Tomtebogatan 35,5300000,"2 rum, 56 m²",2016-11-16,94 600 kr/m²,"Lägenhet, Vasastan",+17.9 %
Gästrikegatan 9,15500000,"5 rum, 151 m²",2016-11-15,102 600 kr/m²,"Lägenhet, Vasastan",+20.2 %
Roslagsgatan 19A,4800000,"2 rum, 48 m²",2016-11-15,100 000 kr/m²,"Lägenhet, Vasastan",+21.5 %
Rörstrandsgatan 19,5900000,"2 rum, 66 m²",2016-11-15,89 400 kr/m²,"Lägenhet, Vasastan",+7.5 %
Tomtebogatan 26,4750000,"2 rum, 54 m²",2016-11-14,88 000 kr/m²,"Lägenhet, Vasastan",+13.4 %
Kammakargatan 46,3000000,"1 rum, 26 m²",2016-11-14,115 400 kr/m²,"Lägenhet, Norrmalm",+20.2 %
Ynglingagatan 21,5400000,"2 rum, 62½ m²",2016-11-13,86 400 kr/m²,"Lägenhet, Vasastan",+13.7 %
Norrtullsgatan 9,7370000,"3 rum, 80½ m²",2016-11-13,91 600 kr/m²,"Lägenhet, Vasastan",+9.2 %
Birkagatan 31,3950000,"1½ rum, 37 m²",2016-11-12,106 800 kr/m²,"Lägenhet, Vasastan",+16.3 %
Markvardsgatan 11,6500000,"3 rum, 63 m²",2016-11-11,103 200 kr/m²,"Lägenhet, Vasastan",+21.5 %
Frejgatan 54,7200000,"2 rum, 60 m²",2016-11-11,120 000 kr/m²,"Lägenhet, Vasastan",+25.2 %
Luntmakargatan 65,6950000,"2 rum, 78 m²",2016-11-11,89 100 kr/m²,"Lägenhet, Vasastan",+15.9 %
Tomtebogatan 48A,6050000,"3 rum, 62 m²",2016-11-11,97 600 kr/m²,"Lägenhet, Birkastan",+15.2 %
Sankt Eriksgatan 72,5995000,"2 rum, 64 m²",2016-11-11,93 700 kr/m²,"Lägenhet, Vasastan",+12.1 %
Sveavägen 140,5600000,"2 rum, 75 m²",2016-11-11,74 700 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Rörstrandsgatan 33B,6050000,"2 rum, 70 m²",2016-11-11,86 400 kr/m²,"Lägenhet, Vasastan",+5.2 %
Tomtebogatan 9,14500000,"4 rum, 126 m²",2016-11-11,115 100 kr/m²,"Lägenhet, Vasastan",-2.6 %
Hälsingegatan 6,7220000,"3 rum, 76 m²",2016-11-10,95 000 kr/m²,"Lägenhet, Vasastan",+11.2 %
Torsgatan 49,3110000,"1 rum, 24 m²",2016-11-10,129 600 kr/m²,"Lägenhet, Vasastan",+38.2 %
Ingemarsgatan 7,3250000,"1 rum, 34 m²",2016-11-10,95 600 kr/m²,"Lägenhet, Vasastan",+16.3 %
Hagagatan 14,6300000,"3 rum, 69 m²",2016-11-10,91 300 kr/m²,"Lägenhet, Vasastan",+8.7 %
Karlbergsvägen 25A,7920000,"3 rum, 81 m²",2016-11-10,97 800 kr/m²,"Lägenhet, Vasastan",+7.8 %
Rådmansgatan 4,12600000,"4 rum, 120 m²",2016-11-10,105 000 kr/m²,"Lägenhet, Östermalm",+9.6 %
Dalagatan 68,6500000,"2 rum, 68 m²",2016-11-10,95 600 kr/m²,"Lägenhet, Vasastan",+14.0 %
Torbjörn Klockares gata 18A,4985000,"2 rum, 48 m²",2016-11-09,103 900 kr/m²,"Lägenhet, Vasastan",+34.9 %
Sveavägen 138,4120000,"2 rum, 41 m²",2016-11-09,100 500 kr/m²,"Lägenhet, Vasastan",+18.6 %
Dalagatan 40,9000000,"4 rum, 104 m²",2016-11-09,86 500 kr/m²,"Lägenhet, Vasastan",+12.6 %
Norrbackagatan 42,5355000,"2 rum, 57½ m²",2016-11-09,93 300 kr/m²,"Lägenhet, Vasastan",+15.2 %
Drejargatan 6,3950000,"1 rum, 37 m²",2016-11-09,106 800 kr/m²,"Lägenhet, Vasastan Birkastan",+33.9 %
Tomtebogatan 15,4280000,"2 rum, 42 m²",2016-11-09,101 900 kr/m²,"Lägenhet, Birkastan Vasastan",+23.2 %
Vanadisvägen 25,3400000,"1 rum, 32 m²",2016-11-09,106 300 kr/m²,"Lägenhet, Vasastan",+19.3 %
Upplandsgatan 54E,7310000,"3 rum, 78 m²",2016-11-09,93 700 kr/m²,"Lägenhet, Vasastan",+4.5 %
Norrbackagatan 14,2975000,"1 rum, 27 m²",2016-11-08,110 200 kr/m²,"Lägenhet, Birkastan Vasastan",+32.2 %
Roslagsgatan 37,4950000,"2 rum, 49 m²",2016-11-08,101 000 kr/m²,"Lägenhet, Vasastan",+20.7 %
Hagagatan 17A,6400000,"3 rum, 76 m²",2016-11-08,84 200 kr/m²,"Lägenhet, Vasastan",+12.5 %
Hagagatan 17A,5650000,"3 rum, 64 m²",2016-11-08,88 300 kr/m²,"Lägenhet, Vasastan",+17.8 %
Rehnsgatan 10,3500000,"1½ rum, 35 m²",2016-11-08,100 000 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Torsgatan 74,4750000,"2 rum, 72 m²",2016-11-08,66 000 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Rödabergsbrinken 12,3020000,"1 rum, 30 m²",2016-11-07,100 700 kr/m²,"Lägenhet, Vasastan",+26.1 %
Valhallavägen 44,5150000,"2 rum, 58 m²",2016-11-07,88 800 kr/m²,"Lägenhet, Östermalm",+10.8 %
Surbrunnsgatan 3,4700000,"2 rum, 47 m²",2016-11-05,100 000 kr/m²,"Lägenhet, Östermalm",+28.8 %
Västmannagatan 80,6350000,"2 rum, 60 m²",2016-11-04,105 800 kr/m²,"Lägenhet, Vasastan",+28.3 %
Birger Jarlsgatan 104G,2300000,"1 rum, 20 m²",2016-11-04,115 000 kr/m²,"Lägenhet, Östermalm",+17.9 %
Falugatan 16,3850000,"1 rum, 49 m²",2016-11-04,78 600 kr/m²,"Lägenhet, Vasastan",+7.1 %
Gävlegatan 2,9430000,"4 rum, 105 m²",2016-11-04,89 800 kr/m²,"Lägenhet, Vasastan",+14.3 %
Torbjörn Klockares gata 3,3450000,"1 rum, 47 m²",2016-11-04,73 400 kr/m²,"Lägenhet, Vasastan",+16.9 %
Tomtebogatan 10A,5900000,"3 rum, 67 m²",2016-11-04,88 100 kr/m²,"Lägenhet, Vasastan Birkastan",+3.6 %
Birger Jarlsgatan 104G,4450000,"2 rum, 43 m²",2016-11-04,103 500 kr/m²,"Lägenhet, Vasastan Östermalm",+28.1 %
Surbrunnsgatan 16,7800000,"3 rum, 71 m²",2016-11-03,109 900 kr/m²,"Lägenhet, Östermalm",+20.9 %
Odengatan 81,4900000,"2 rum, 42 m²",2016-11-03,116 700 kr/m²,"Lägenhet, Vasastan",+16.8 %
Torsgatan 42,3500000,"1 rum, 43 m²",2016-11-03,81 400 kr/m²,"Lägenhet, Vasastan",+0.1 %
Frejgatan 77,5985000,"2 rum, 63 m²",2016-11-03,95 000 kr/m²,"Lägenhet, Vasastan",+9.3 %
Frejgatan 99,4600000,"2 rum, 46 m²",2016-11-03,100 000 kr/m²,"Lägenhet, Vasastan",+5.1 %
Birger Jarlsgatan 65A,12000000,"4 rum, 139 m²",2016-11-03,86 300 kr/m²,"Lägenhet, Vasastan",+4.4 %
Roslagsgatan 58,5050000,"2 rum, 65 m²",2016-11-03,77 700 kr/m²,"Lägenhet, Vasastan",+12.3 %
Tomtebogatan 1A,4750000,"2 rum, 46 m²",2016-11-03,103 300 kr/m²,"Lägenhet, Vasastan",+18.9 %
Idungatan 5,3750000,"2 rum, 45 m²",2016-11-03,83 300 kr/m²,"Lägenhet, Vasastan",-2.6 %
Dalagatan 24,4500000,"2 rum, 54 m²",2016-11-03,83 300 kr/m²,"Lägenhet, Odenplan",+4.8 %
Roslagsgatan 60,5350000,"3 rum, 65½ m²",2016-11-03,81 800 kr/m²,"Lägenhet, Vasastan",+19.0 %
Roslagsgatan 24,4700000,"2 rum, 55½ m²",2016-11-02,84 800 kr/m²,"Lägenhet, Vasastan",+17.6 %
Västmannagatan 89,4325000,"2 rum, 37 m²",2016-11-02,116 900 kr/m²,"Lägenhet, Vasastan",+44.4 %
Torbjörn Klockares gata 11,3250000,"1 rum, 26 m²",2016-11-02,125 000 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Gästrikegatan 6,5875000,"2 rum, 59 m²",2016-11-02,99 600 kr/m²,"Lägenhet, Vasastan",+17.6 %
Upplandsgatan 77,7800000,"3 rum, 88 m²",2016-11-02,88 600 kr/m²,"Lägenhet, Vasastan",+4.0 %
Västmannagatan 84,6690000,"2 rum, 72½ m²",2016-11-02,92 000 kr/m²,"Lägenhet, Vasastan",+29.9 %
Västmannagatan 46,3270000,"1 rum, 30 m²",2016-11-02,109 000 kr/m²,"Lägenhet, Vasastan",+26.3 %
Tomtebogatan 26A,5450000,"2 rum, 55 m²",2016-11-02,98 700 kr/m²,"Lägenhet, Vasastan",+17.2 %
Sankt Eriksgatan 99,5950000,"2 rum, 72 m²",2016-11-02,82 600 kr/m²,"Lägenhet, Vasastan",+4.5 %
Norrtullsgatan 63,5050000,"2 rum, 56 m²",2016-11-02,90 200 kr/m²,"Lägenhet, Vasastan",+5.2 %
Rörstrandsgatan 9,8630000,"3½ rum, 106 m²",2016-11-02,81 400 kr/m²,"Lägenhet, Birkastan",+1.5 %
Norrbackagatan 40,5920000,"2 rum, 66 m²",2016-11-02,89 700 kr/m²,"Lägenhet, Vasastan",+8.1 %
Upplandsgatan 45,6840000,"2 rum, 59 m²",2016-11-02,115 900 kr/m²,"Lägenhet, Vasastan",+29.3 %
Birger Jarlsgatan 120A,3470000,"1 rum, 36 m²",2016-11-01,96 400 kr/m²,"Lägenhet, Östermalm",+24.2 %
Tegnérgatan 19,5850000,"2 rum, 60 m²",2016-11-01,97 500 kr/m²,"Lägenhet, Norrmalm",+18.2 %
Karlbergsvägen 25B,6100000,"3 rum, 61 m²",2016-11-01,100 000 kr/m²,"Lägenhet, Vasastan",+17.9 %
Sveavägen 117,6250000,"2½ rum, 62 m²",2016-11-01,100 800 kr/m²,"Lägenhet, Vasastan",+26.3 %
Dalagatan 86H,3150000,"1 rum, 29 m²",2016-11-01,108 600 kr/m²,"Lägenhet, Vasastan",+37.3 %
Sveavägen 140,2750000,"1 rum, 26 m²",2016-10-31,105 800 kr/m²,"Lägenhet, Vasastan",+17.0 %
Drottninggatan 102B,5700000,"2 rum, 60 m²",2016-10-31,95 000 kr/m²,"Lägenhet, Centrum",+14.1 %
Upplandsgatan 19A,18000000,"6 rum, 248 m²",2016-10-31,72 600 kr/m²,"Lägenhet, Norrmalm",+/-0.0 %
Dalagatan 76,8800000,"3 rum, 96 m²",2016-10-31,91 700 kr/m²,"Lägenhet, Vasastan",+19.3 %
Upplandsgatan 69,8500000,"4 rum, 77 m²",2016-10-30,110 400 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Kungstensgatan 53,4690000,"2 rum, 53 m²",2016-10-29,88 500 kr/m²,"Lägenhet, Norrmalm",+6.8 %
Ingemarsgatan 3B,3450000,"2 rum, 32 m²",2016-10-29,107 800 kr/m²,"Lägenhet, Vasastan",+19.2 %
Valhallavägen 12A,5525000,"3 rum, 72 m²",2016-10-29,76 600 kr/m²,"Lägenhet, Östermalm",+10.6 %
Luntmakargatan 86A,4400000,"2 rum, 51 m²",2016-10-29,86 300 kr/m²,"Lägenhet, Vasastan",+6.0 %
Observatoriegatan 22,12450000,"4 rum, 130 m²",2016-10-29,95 800 kr/m²,"Lägenhet, Vasastan",+4.2 %
Atlasgatan 13,6210000,"2 rum, 64 m²",2016-10-29,97 000 kr/m²,"Lägenhet, Vasastan",+13.9 %
Odengatan 49,20000000,"6 rum, 209 m²",2016-10-29,95 700 kr/m²,"Lägenhet, Vasastan Norrmalm Östermalm",+27.0 %
Sankt Eriksgatan 88,9225000,"3 rum, 92 m²",2016-10-29,100 300 kr/m²,"Lägenhet, Vasastan",+0.3 %
Observatoriegatan 9,4650000,"2 rum, 42 m²",2016-10-28,110 700 kr/m²,"Lägenhet, Vasastan",+33.0 %
Ingemarsgatan 7,3280000,"2 rum, 36 m²",2016-10-28,91 100 kr/m²,"Lägenhet, Vasastan",+19.3 %
Frejgatan 54,9525000,"5 rum, 109 m²",2016-10-28,87 400 kr/m²,"Lägenhet, Vasastan",+3.5 %
Tre Liljor 4,2840000,"1 rum, 25 m²",2016-10-28,113 600 kr/m²,"Lägenhet, Vasastan Odenplan",+26.2 %
Vulcanusgatan 13,3500000,"1 rum, 35 m²",2016-10-28,100 000 kr/m²,"Lägenhet, Vasastan",+17.6 %
Västmannagatan 24,5800000,"2 rum, 59 m²",2016-10-28,98 300 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Karlbergsvägen 73,10000000,"3 rum, 99 m²",2016-10-28,101 000 kr/m²,"Lägenhet, Birkastan",+14.3 %
Karlbergsvägen 56,6270000,"2 rum, 72 m²",2016-10-28,87 100 kr/m²,"Lägenhet, Vasastan",+6.7 %
Rådmansgatan 56,6700000,"3 rum, 70 m²",2016-10-28,95 700 kr/m²,"Lägenhet, Vasastan",+18.6 %
Norra Stationsgatan 95B,7150000,"4 rum, 104 m²",2016-10-28,68 800 kr/m²,"Lägenhet, Vasastan",+3.7 %
Upplandsgatan 59,10300000,"4 rum, 105 m²",2016-10-28,98 100 kr/m²,"Lägenhet, Vasastan",-1.9 %
Tomtebogatan 11,6850000,"2 rum, 70 m²",2016-10-28,97 900 kr/m²,"Lägenhet, Vasastan",+15.1 %
Vanadisvägen 4,4950000,"2 rum, 69 m²",2016-10-28,71 700 kr/m²,"Lägenhet, Vasastan",+10.1 %
Frejgatan 34,4250000,"2 rum, 43 m²",2016-10-28,98 800 kr/m²,"Lägenhet, Vasastan",+13.3 %
Karlbergsvägen 25A,7450000,"3 rum, 82 m²",2016-10-28,90 900 kr/m²,"Lägenhet, Vasastan",+9.6 %
Rörstrandsgatan 37,6695000,"3 rum, 63 m²",2016-10-27,106 300 kr/m²,"Lägenhet, Vasastan",+21.8 %
Tomtebogatan 35,5175000,"2 rum, 55 m²",2016-10-27,94 100 kr/m²,"Lägenhet, Birkastan",+11.3 %
Rådmansgatan 77,5850000,"2 rum, 62 m²",2016-10-27,94 400 kr/m²,"Lägenhet, Vasastan",+18.2 %
Birger Jarlsgatan 114,4400000,"2 rum, 47 m²",2016-10-27,93 600 kr/m²,"Lägenhet, Östermalm",+10.7 %
Körsbärsvägen 6,4750000,"2 rum, 63 m²",2016-10-27,75 400 kr/m²,"Lägenhet, Östermalm",+/-0.0 %
Atlasmuren 4,5250000,"2½ rum, 72 m²",2016-10-27,72 900 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Surbrunnsgatan 1,8050000,"4 rum, 84 m²",2016-10-27,95 800 kr/m²,"Lägenhet, Östermalm",+15.1 %
Roslagsgatan 19A,4050000,"2 rum, 44 m²",2016-10-27,92 000 kr/m²,"Lägenhet, Vasastan",+27.6 %
Västmannagatan 52,5075000,"2 rum, 35 m²",2016-10-27,145 000 kr/m²,"Lägenhet, Vasastan",+15.5 %
Västmannagatan 52,11150000,"3 rum, 81 m²",2016-10-27,137 700 kr/m²,"Lägenhet, Vasastan",+16.1 %
Roslagsgatan 9,4900000,"2 rum, 49 m²",2016-10-27,100 000 kr/m²,"Lägenhet, Vasastan",+22.7 %
Dalagatan 25A,4275000,"2 rum, 45 m²",2016-10-27,95 000 kr/m²,"Lägenhet, Vasastan",+14.0 %
Observatoriegatan 21,3975000,"1 rum, 35 m²",2016-10-26,113 600 kr/m²,"Lägenhet, Vasastan",+34.7 %
Roslagsgatan 32,2600000,"1 rum, 24 m²",2016-10-26,108 300 kr/m²,"Lägenhet, Vasastan",+20.9 %
Birger Jarlsgatan 104C,2350000,"1 rum, 16½ m²",2016-10-26,142 400 kr/m²,"Lägenhet, Östermalm",+18.1 %
Rådmansgatan 75,3570000,"1½ rum, 36 m²",2016-10-26,99 200 kr/m²,"Lägenhet, Vasastan",+27.7 %
Dalagatan 86D,3520000,"1 rum, 36 m²",2016-10-26,97 800 kr/m²,"Lägenhet, Vasastan",+17.5 %
Sankt Eriksgatan 86,9300000,"4½ rum, 107 m²",2016-10-26,86 900 kr/m²,"Lägenhet, Vasastan",+9.5 %
Karlbergsvägen 54,4840000,"2 rum, 45 m²",2016-10-26,107 600 kr/m²,"Lägenhet, Vasastan",+31.0 %
Vikingagatan 7,5300000,"2 rum, 64 m²",2016-10-26,82 800 kr/m²,"Lägenhet, Vasastan Birkastan",+11.6 %
Norra Stationsgatan 115,4310000,"2 rum, 44 m²",2016-10-26,98 000 kr/m²,"Lägenhet, Vasastan",+23.3 %
Hagagatan 14,5800000,"2 rum, 55 m²",2016-10-26,105 500 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Kadettgatan 5,3800000,"1 rum, 37 m²",2016-10-26,102 700 kr/m²,"Lägenhet, Vasastan",+19.1 %
Luntmakargatan 54A,3500000,"1 rum, 37 m²",2016-10-26,94 600 kr/m²,"Lägenhet, Vasastan",+17.1 %
Sankt Eriksgatan 65,5250000,"2½ rum, 67 m²",2016-10-26,78 400 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Vulcanusgatan 13,3500000,"1 rum, 38 m²",2016-10-26,92 100 kr/m²,"Lägenhet, Vasastan",+21.7 %
Upplandsgatan 42,2430000,"1 rum, 14 m²",2016-10-26,173 600 kr/m²,"Lägenhet, Vasastan",+21.8 %
Dalagatan 25,9525000,"4 rum, 96½ m²",2016-10-26,98 500 kr/m²,"Lägenhet, Vasastan",—
Tomtebogatan 39,5475000,"2 rum, 57 m²",2016-10-26,96 100 kr/m²,"Lägenhet, Vasastan",+20.3 %
Odengatan 48A,5460000,"2 rum, 53 m²",2016-10-26,103 000 kr/m²,"Lägenhet, Vasastan",+21.5 %
Döbelnsgatan 58,2500000,"1 rum, 22 m²",2016-10-26,113 600 kr/m²,"Lägenhet, Vasastan",+16.3 %
Norrtullsgatan 26,3040000,"1 rum, 31 m²",2016-10-26,98 100 kr/m²,"Lägenhet, Vasastan",+22.8 %
Tegnérgatan 55B,3580000,"1 rum, 36½ m²",2016-10-26,98 100 kr/m²,"Lägenhet, Vasastan",+28.1 %
Rörstrandsgatan 18,5050000,"2 rum, 47 m²",2016-10-25,107 400 kr/m²,"Lägenhet, Vasastan",+31.2 %
Frejgatan 34,5800000,"2 rum, 65 m²",2016-10-25,89 200 kr/m²,"Lägenhet, Vasastan",+11.6 %
Völundsgatan 1,6175000,"3 rum, 66 m²",2016-10-25,93 600 kr/m²,"Lägenhet, Vasastan",-2.8 %
Roslagsgatan 33,10200000,"4 rum, 116 m²",2016-10-24,87 900 kr/m²,"Lägenhet, Vasastan",+3.3 %
Tulegatan 35A,4300000,"2 rum, 43 m²",2016-10-24,100 000 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Frejgatan 4,13200000,"4 rum, 125 m²",2016-10-24,105 600 kr/m²,"Lägenhet, Östermalm",+10.5 %
Odengatan 81,4500000,"1 rum, 42 m²",2016-10-22,107 100 kr/m²,"Lägenhet, Vasastan",+12.6 %
Torbjörn Klockares gata 6,3925000,"2 rum, 38 m²",2016-10-22,103 300 kr/m²,"Lägenhet, Vasastan",+33.1 %
Vanadisplan 1,6250000,"2 rum, 78 m²",2016-10-22,80 100 kr/m²,"Lägenhet, Vasastan",+0.9 %
Norrtullsgatan 61,3950000,"2 rum, 46 m²",2016-10-22,85 900 kr/m²,"Lägenhet, Vasastan",+6.9 %
Norrtullsgatan 43,5525000,"3 rum, 63 m²",2016-10-22,87 700 kr/m²,"Lägenhet, Vasastan",+0.5 %
Vikingagatan 11,11800000,"5 rum, 121 m²",2016-10-21,97 500 kr/m²,"Lägenhet, Vasastan",+18.1 %
Surbrunnsgatan 16,7600000,"3 rum, 71 m²",2016-10-21,107 000 kr/m²,"Lägenhet, Vasastan",+21.1 %
Völundsgatan 1,3515000,"1 rum, 38 m²",2016-10-21,92 500 kr/m²,"Lägenhet, Vasastan",+19.2 %
Lokstallsgatan 6,3500000,"1½ rum, 39 m²",2016-10-21,89 700 kr/m²,"Lägenhet, Vasastan",+6.4 %
Birger Jarlsgatan 97,6200000,"3 rum, 63 m²",2016-10-21,98 400 kr/m²,"Lägenhet, Vasastan",+12.8 %
Vanadisvägen 7,5060000,"2 rum, 60 m²",2016-10-21,84 300 kr/m²,"Lägenhet, Vasastan",+16.3 %
Surbrunnsgatan 33,5775000,"3 rum, 83 m²",2016-10-21,69 600 kr/m²,"Lägenhet, Vasastan",-1.3 %
Bråvallagatan 3,4350000,"1½ rum, 41 m²",2016-10-20,106 100 kr/m²,"Lägenhet, Birkastan",+24.5 %
Vikingagatan 7,6050000,"2 rum, 71 m²",2016-10-20,85 200 kr/m²,"Lägenhet, Vasastan",+10.1 %
Dalagatan 86A,5150000,"2 rum, 59 m²",2016-10-20,87 300 kr/m²,"Lägenhet, Vasastan",+14.6 %
Roslagsgatan 27,4720000,"2 rum, 49 m²",2016-10-20,96 300 kr/m²,"Lägenhet, Vasastan",+27.7 %
Frejgatan 36A,3700000,"1½ rum, 38 m²",2016-10-20,97 400 kr/m²,"Lägenhet, Vasastan",+15.8 %
Torsgatan 40,3300000,"1 rum, 32 m²",2016-10-20,103 100 kr/m²,"Lägenhet, Birkastan",+22.2 %
Vegagatan 5,4425000,"1½ rum, 41 m²",2016-10-20,107 900 kr/m²,"Lägenhet, Vasastan",+18.0 %
Völundsgatan 10,2650000,"1 rum, 24 m²",2016-10-20,110 400 kr/m²,"Lägenhet, Atlas",+23.3 %
Odengatan 31B,6760000,"3 rum, 77½ m²",2016-10-20,87 200 kr/m²,"Lägenhet, Vasastan",+7.4 %
Robert Almströmsgatan 5,8050000,"3 rum, 73 m²",2016-10-20,110 300 kr/m²,"Lägenhet, Vasastan",+11.0 %
Kungstensgatan 60,7075000,"3 rum, 76 m²",2016-10-20,93 100 kr/m²,"Lägenhet, Vasastan",+4.8 %
Norrbackagatan 27B,5370000,"3 rum, 77 m²",2016-10-20,69 700 kr/m²,"Lägenhet, Vasastan",+4.3 %
Luntmakargatan 63,5420000,"2 rum, 62 m²",2016-10-20,87 400 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Roslagsgatan 51,4500000,"2 rum, 45 m²",2016-10-20,100 000 kr/m²,"Lägenhet, Vasastan",+25.2 %
Robert Almströmsgatan 6,2910000,"1 rum, 25 m²",2016-10-19,116 400 kr/m²,"Lägenhet, Vasastan",+27.9 %
Birger Jarlsgatan 99C,4530000,"2 rum, 41 m²",2016-10-19,110 500 kr/m²,"Lägenhet, Vasastan",+29.6 %
Surbrunnsgatan 26,4680000,"2 rum, 44 m²",2016-10-19,105 900 kr/m²,"Lägenhet, Vasastan",+35.7 %
Karlbergsvägen 32A,12000000,"3 rum, 103 m²",2016-10-19,116 500 kr/m²,"Lägenhet, Vasastan",+23.1 %
Gästrikegatan 5,8300000,"3 rum, 85 m²",2016-10-19,97 600 kr/m²,"Lägenhet, Vasastan",+10.7 %
Ingemarsgatan 6,6750000,"3 rum, 75 m²",2016-10-19,90 000 kr/m²,"Lägenhet, Vasastan",+14.4 %
Luntmakargatan 92,7425000,"3 rum, 78 m²",2016-10-19,95 200 kr/m²,"Lägenhet, Vasastan",+20.7 %
Luntmakargatan 86B,3770000,"1½ rum, 49 m²",2016-10-19,76 900 kr/m²,"Lägenhet, Vasastan",+25.9 %
Tomtebogatan 30,5775000,"2 rum, 65 m²",2016-10-19,88 800 kr/m²,"Lägenhet, Birkastan",+16.7 %
Tomtebogatan 1,6100000,"2 rum, 60 m²",2016-10-19,101 700 kr/m²,"Lägenhet, Vasastan",+23.2 %
Norrtullsgatan 61,3010000,"1 rum, 29 m²",2016-10-19,103 800 kr/m²,"Lägenhet, Vasastan",+26.7 %
Roslagsgatan 36,3750000,"1½ rum, 42 m²",2016-10-19,89 300 kr/m²,"Lägenhet, Vasastan",+7.4 %
Ingemarsgatan 3B,3120000,"1 rum, 31 m²",2016-10-19,100 600 kr/m²,"Lägenhet, Vasastan",+25.1 %
Birger Jarlsgatan 118B,5900000,"3 rum, 62 m²",2016-10-19,95 200 kr/m²,"Lägenhet, Östermalm",+/-0.0 %
Västmannagatan 51,6060000,"2 rum, 61 m²",2016-10-19,99 300 kr/m²,"Lägenhet, Vasastan",+21.3 %
Birger Jarlsgatan 131A,7075000,"2 rum, 73 m²",2016-10-19,96 900 kr/m²,"Lägenhet, Vasastan",+1.1 %
Luntmakargatan 92,4350000,"2 rum, 38 m²",2016-10-18,114 500 kr/m²,"Lägenhet, Vasastan",+32.8 %
Heimdalsgatan 5,7450000,"3 rum, 73 m²",2016-10-18,102 100 kr/m²,"Lägenhet, Vasastan",+19.2 %
Holländargatan 29,10200000,"5 rum, 105 m²",2016-10-18,97 100 kr/m²,"Lägenhet, Norrmalm",+3.3 %
Luntmakargatan 92,9200000,"4 rum, 96 m²",2016-10-18,95 800 kr/m²,"Lägenhet, Vasastan",-2.1 %
Falugatan 9,5850000,"3 rum, 77 m²",2016-10-18,76 000 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Sveavägen 93,3495000,"2 rum, 39½ m²",2016-10-18,88 500 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Rörstrandsgatan 27,8000000,"3 rum, 85 m²",2016-10-17,94 100 kr/m²,"Lägenhet, Vasastan",-5.9 %
Vanadisvägen 30,17250000,"7 rum, 227 m²",2016-10-17,76 000 kr/m²,"Lägenhet, Vasastan",-1.4 %
Rörstrandsgatan 2A,5350000,"2 rum, 50 m²",2016-10-16,107 000 kr/m²,"Lägenhet, Birkastan",-2.7 %
Karlbergsvägen 43B,14600000,"5 rum, 170 m²",2016-10-15,85 900 kr/m²,"Lägenhet, Vasastan",+16.8 %
Västmannagatan 89A,8050000,"3 rum, 98 m²",2016-10-15,82 100 kr/m²,"Lägenhet, Vasastan",+15.4 %
Karlbergsvägen 84,4675000,"2 rum, 61 m²",2016-10-15,76 600 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Falugatan 23,2700000,"1 rum, 24 m²",2016-10-14,112 500 kr/m²,"Lägenhet, Vasastan",+25.6 %
Norrbackagatan 70B,4695000,"2 rum, 66 m²",2016-10-14,71 100 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Västmannagatan 29,17500000,"7 rum, 242 m²",2016-10-14,72 300 kr/m²,"Lägenhet, Vasastan",-10.3 %
Körsbärsvägen 6,4460000,"3 rum, 63 m²",2016-10-14,70 800 kr/m²,"Lägenhet, Norra Djurgården",+8.9 %
Sveavägen 133,6050000,"3 rum, 65 m²",2016-10-13,93 100 kr/m²,"Lägenhet, Vasastan",+21.2 %
Norrtullsgatan 25E,5900000,"2 rum, 57 m²",2016-10-13,103 500 kr/m²,"Lägenhet, Vasastan",+25.7 %
Torsgatan 77,3050000,"1 rum, 29 m²",2016-10-13,105 200 kr/m²,"Lägenhet, Vasastan",+22.2 %
Sveavägen 93,3320000,"1½ rum, 36 m²",2016-10-13,92 200 kr/m²,"Lägenhet, Vasastan",+20.7 %
